model,id,product_inventory,last_checked,units,units_sold,,
inventory.stock,88,88,NULL,115,0,,
inventory.stock,89,89,NULL,139,0,,
inventory.stock,90,90,NULL,183,0,,
inventory.stock,91,91,NULL,143,0,,
inventory.stock,92,92,NULL,98,0,,
inventory.stock,93,93,NULL,97,0,,
inventory.stock,94,94,NULL,196,0,,
inventory.stock,95,95,NULL,189,0,,
inventory.stock,96,96,NULL,35,0,,
inventory.stock,97,97,NULL,35,0,,
inventory.stock,98,98,NULL,147,0,,
inventory.stock,99,99,NULL,197,0,,
inventory.stock,100,100,NULL,12,0,,
inventory.stock,101,101,NULL,101,0,,
inventory.stock,102,102,NULL,160,0,,
inventory.stock,103,103,NULL,92,0,,
inventory.stock,104,104,NULL,52,0,,
inventory.stock,105,105,NULL,56,0,,
inventory.stock,106,106,NULL,191,0,,
inventory.stock,107,107,NULL,190,0,,
inventory.stock,108,108,NULL,135,0,,
inventory.stock,109,109,NULL,126,0,,
inventory.stock,110,110,NULL,160,0,,
inventory.stock,111,111,NULL,131,0,,
inventory.stock,112,112,NULL,156,0,,
inventory.stock,113,113,NULL,102,0,,
inventory.stock,114,114,NULL,128,0,,
inventory.stock,115,115,NULL,69,0,,
inventory.stock,116,116,NULL,43,0,,
inventory.stock,117,117,NULL,129,0,,
inventory.stock,118,118,NULL,192,0,,
inventory.stock,119,119,NULL,192,0,,
inventory.stock,120,120,NULL,192,0,,
inventory.stock,121,121,NULL,31,0,,
inventory.stock,122,122,NULL,169,0,,
inventory.stock,123,123,NULL,112,0,,
inventory.stock,124,124,NULL,114,0,,
inventory.stock,125,125,NULL,139,0,,
inventory.stock,126,126,NULL,164,0,,
inventory.stock,127,127,NULL,112,0,,
inventory.stock,128,128,NULL,95,0,,
inventory.stock,129,129,NULL,143,0,,
inventory.stock,130,130,NULL,190,0,,
inventory.stock,131,131,NULL,171,0,,
inventory.stock,132,132,NULL,31,0,,
inventory.stock,133,133,NULL,25,0,,
inventory.stock,134,134,NULL,147,0,,
inventory.stock,135,135,NULL,154,0,,
inventory.stock,136,136,NULL,92,0,,
inventory.stock,137,137,NULL,86,0,,
inventory.stock,138,138,NULL,161,0,,
inventory.stock,139,139,NULL,186,0,,
inventory.stock,140,140,NULL,190,0,,
inventory.stock,141,141,NULL,200,0,,
inventory.stock,142,142,NULL,160,0,,
inventory.stock,143,143,NULL,17,0,,
inventory.stock,144,144,NULL,101,0,,
inventory.stock,145,145,NULL,174,0,,
inventory.stock,146,146,NULL,28,0,,
inventory.stock,147,147,NULL,27,0,,
inventory.stock,148,148,NULL,67,0,,
inventory.stock,149,149,NULL,160,0,,
inventory.stock,150,150,NULL,197,0,,
inventory.stock,151,151,NULL,187,0,,
inventory.stock,152,152,NULL,21,0,,
inventory.stock,153,153,NULL,30,0,,
inventory.stock,154,154,NULL,4,0,,
inventory.stock,155,155,NULL,140,0,,
inventory.stock,156,156,NULL,177,0,,
inventory.stock,157,157,NULL,169,0,,
inventory.stock,158,158,NULL,110,0,,
inventory.stock,159,159,NULL,114,0,,
inventory.stock,160,160,NULL,190,0,,
inventory.stock,161,161,NULL,107,0,,
inventory.stock,162,162,NULL,146,0,,
inventory.stock,163,163,NULL,140,0,,
inventory.stock,164,164,NULL,55,0,,
inventory.stock,165,165,NULL,115,0,,
inventory.stock,166,166,NULL,15,0,,
inventory.stock,167,167,NULL,23,0,,
inventory.stock,168,168,NULL,155,0,,
inventory.stock,169,169,NULL,163,0,,
inventory.stock,170,170,NULL,56,0,,
inventory.stock,171,171,NULL,185,0,,
inventory.stock,172,172,NULL,45,0,,
inventory.stock,173,173,NULL,54,0,,
inventory.stock,174,174,NULL,56,0,,
inventory.stock,175,175,NULL,5,0,,
inventory.stock,176,176,NULL,22,0,,
inventory.stock,177,177,NULL,117,0,,
inventory.stock,178,178,NULL,32,0,,
inventory.stock,179,179,NULL,1,0,,
inventory.stock,180,180,NULL,56,0,,
inventory.stock,181,181,NULL,23,0,,
inventory.stock,182,182,NULL,177,0,,
inventory.stock,183,183,NULL,84,0,,
inventory.stock,184,184,NULL,58,0,,
inventory.stock,185,185,NULL,31,0,,
inventory.stock,186,186,NULL,104,0,,
inventory.stock,187,187,NULL,165,0,,
inventory.stock,188,188,NULL,47,0,,
inventory.stock,189,189,NULL,35,0,,
inventory.stock,190,190,NULL,114,0,,
inventory.stock,191,191,NULL,97,0,,
inventory.stock,192,192,NULL,31,0,,
inventory.stock,193,193,NULL,148,0,,
inventory.stock,194,194,NULL,190,0,,
inventory.stock,195,195,NULL,78,0,,
inventory.stock,196,196,NULL,82,0,,
inventory.stock,197,197,NULL,72,0,,
inventory.stock,198,198,NULL,194,0,,
inventory.stock,199,199,NULL,194,0,,
inventory.stock,200,200,NULL,159,0,,
inventory.stock,201,201,NULL,197,0,,
inventory.stock,202,202,NULL,91,0,,
inventory.stock,203,203,NULL,154,0,,
inventory.stock,204,204,NULL,145,0,,
inventory.stock,205,205,NULL,4,0,,
inventory.stock,206,206,NULL,5,0,,
inventory.stock,207,207,NULL,99,0,,
inventory.stock,208,208,NULL,119,0,,
inventory.stock,209,209,NULL,109,0,,
inventory.stock,210,210,NULL,38,0,,
inventory.stock,211,211,NULL,92,0,,
inventory.stock,212,212,NULL,163,0,,
inventory.stock,213,213,NULL,179,0,,
inventory.stock,214,214,NULL,158,0,,
inventory.stock,215,215,NULL,178,0,,
inventory.stock,216,216,NULL,113,0,,
inventory.stock,217,217,NULL,45,0,,
inventory.stock,218,218,NULL,199,0,,
inventory.stock,219,219,NULL,11,0,,
inventory.stock,220,220,NULL,14,0,,
inventory.stock,221,221,NULL,111,0,,
inventory.stock,222,222,NULL,95,0,,
inventory.stock,223,223,NULL,26,0,,
inventory.stock,224,224,NULL,44,0,,
inventory.stock,225,225,NULL,104,0,,
inventory.stock,226,226,NULL,62,0,,
inventory.stock,227,227,NULL,55,0,,
inventory.stock,228,228,NULL,178,0,,
inventory.stock,229,229,NULL,146,0,,
inventory.stock,230,230,NULL,65,0,,
inventory.stock,231,231,NULL,143,0,,
inventory.stock,232,232,NULL,97,0,,
inventory.stock,233,233,NULL,27,0,,
inventory.stock,234,234,NULL,77,0,,
inventory.stock,235,235,NULL,87,0,,
inventory.stock,236,236,NULL,1,0,,
inventory.stock,237,237,NULL,6,0,,
inventory.stock,238,238,NULL,150,0,,
inventory.stock,239,239,NULL,196,0,,
inventory.stock,240,240,NULL,100,0,,
inventory.stock,241,241,NULL,98,0,,
inventory.stock,242,242,NULL,135,0,,
inventory.stock,243,243,NULL,86,0,,
inventory.stock,244,244,NULL,53,0,,
inventory.stock,245,245,NULL,14,0,,
inventory.stock,246,246,NULL,80,0,,
inventory.stock,247,247,NULL,142,0,,
inventory.stock,248,248,NULL,65,0,,
inventory.stock,249,249,NULL,94,0,,
inventory.stock,250,250,NULL,111,0,,
inventory.stock,251,251,NULL,54,0,,
inventory.stock,252,252,NULL,81,0,,
inventory.stock,253,253,NULL,162,0,,
inventory.stock,254,254,NULL,189,0,,
inventory.stock,255,255,NULL,5,0,,
inventory.stock,256,256,NULL,118,0,,
inventory.stock,257,257,NULL,60,0,,
inventory.stock,258,258,NULL,184,0,,
inventory.stock,259,259,NULL,51,0,,
inventory.stock,260,260,NULL,13,0,,
inventory.stock,261,261,NULL,164,0,,
inventory.stock,262,262,NULL,76,0,,
inventory.stock,263,263,NULL,1,0,,
inventory.stock,264,264,NULL,21,0,,
inventory.stock,265,265,NULL,78,0,,
inventory.stock,266,266,NULL,195,0,,
inventory.stock,267,267,NULL,5,0,,
inventory.stock,268,268,NULL,47,0,,
inventory.stock,269,269,NULL,101,0,,
inventory.stock,270,270,NULL,11,0,,
inventory.stock,271,271,NULL,140,0,,
inventory.stock,272,272,NULL,47,0,,
inventory.stock,273,273,NULL,82,0,,
inventory.stock,274,274,NULL,77,0,,
inventory.stock,275,275,NULL,124,0,,
inventory.stock,276,276,NULL,88,0,,
inventory.stock,277,277,NULL,168,0,,
inventory.stock,278,278,NULL,54,0,,
inventory.stock,279,279,NULL,169,0,,
inventory.stock,280,280,NULL,181,0,,
inventory.stock,281,281,NULL,130,0,,
inventory.stock,282,282,NULL,98,0,,
inventory.stock,283,283,NULL,70,0,,
inventory.stock,284,284,NULL,184,0,,
inventory.stock,285,285,NULL,12,0,,
inventory.stock,286,286,NULL,100,0,,
inventory.stock,287,287,NULL,110,0,,
inventory.stock,288,288,NULL,13,0,,
inventory.stock,289,289,NULL,174,0,,
inventory.stock,290,290,NULL,105,0,,
inventory.stock,291,291,NULL,110,0,,
inventory.stock,292,292,NULL,76,0,,
inventory.stock,293,293,NULL,112,0,,
inventory.stock,294,294,NULL,111,0,,
inventory.stock,295,295,NULL,47,0,,
inventory.stock,296,296,NULL,51,0,,
inventory.stock,297,297,NULL,43,0,,
inventory.stock,298,298,NULL,124,0,,
inventory.stock,299,299,NULL,38,0,,
inventory.stock,300,300,NULL,49,0,,
inventory.stock,301,301,NULL,142,0,,
inventory.stock,302,302,NULL,77,0,,
inventory.stock,303,303,NULL,179,0,,
inventory.stock,304,304,NULL,160,0,,
inventory.stock,305,305,NULL,3,0,,
inventory.stock,306,306,NULL,53,0,,
inventory.stock,307,307,NULL,120,0,,
inventory.stock,308,308,NULL,113,0,,
inventory.stock,309,309,NULL,83,0,,
inventory.stock,310,310,NULL,93,0,,
inventory.stock,311,311,NULL,31,0,,
inventory.stock,312,312,NULL,117,0,,
inventory.stock,313,313,NULL,193,0,,
inventory.stock,314,314,NULL,64,0,,
inventory.stock,315,315,NULL,199,0,,
inventory.stock,316,316,NULL,167,0,,
inventory.stock,317,317,NULL,169,0,,
inventory.stock,318,318,NULL,145,0,,
inventory.stock,319,319,NULL,66,0,,
inventory.stock,320,320,NULL,39,0,,
inventory.stock,321,321,NULL,44,0,,
inventory.stock,322,322,NULL,60,0,,
inventory.stock,323,323,NULL,173,0,,
inventory.stock,324,324,NULL,3,0,,
inventory.stock,325,325,NULL,36,0,,
inventory.stock,326,326,NULL,24,0,,
inventory.stock,327,327,NULL,30,0,,
inventory.stock,328,328,NULL,185,0,,
inventory.stock,329,329,NULL,30,0,,
inventory.stock,330,330,NULL,61,0,,
inventory.stock,331,331,NULL,181,0,,
inventory.stock,332,332,NULL,95,0,,
inventory.stock,333,333,NULL,46,0,,
inventory.stock,334,334,NULL,147,0,,
inventory.stock,335,335,NULL,166,0,,
inventory.stock,336,336,NULL,3,0,,
inventory.stock,337,337,NULL,28,0,,
inventory.stock,338,338,NULL,6,0,,
inventory.stock,339,339,NULL,28,0,,
inventory.stock,340,340,NULL,176,0,,
inventory.stock,341,341,NULL,191,0,,
inventory.stock,342,342,NULL,31,0,,
inventory.stock,343,343,NULL,65,0,,
inventory.stock,344,344,NULL,100,0,,
inventory.stock,345,345,NULL,148,0,,
inventory.stock,346,346,NULL,34,0,,
inventory.stock,347,347,NULL,43,0,,
inventory.stock,348,348,NULL,170,0,,
inventory.stock,349,349,NULL,101,0,,
inventory.stock,350,350,NULL,11,0,,
inventory.stock,351,351,NULL,97,0,,
inventory.stock,352,352,NULL,37,0,,
inventory.stock,353,353,NULL,54,0,,
inventory.stock,354,354,NULL,140,0,,
inventory.stock,355,355,NULL,137,0,,
inventory.stock,356,356,NULL,109,0,,
inventory.stock,357,357,NULL,131,0,,
inventory.stock,358,358,NULL,189,0,,
inventory.stock,359,359,NULL,143,0,,
inventory.stock,360,360,NULL,60,0,,
inventory.stock,361,361,NULL,147,0,,
inventory.stock,362,362,NULL,139,0,,
inventory.stock,363,363,NULL,77,0,,
inventory.stock,364,364,NULL,36,0,,
inventory.stock,365,365,NULL,44,0,,
inventory.stock,366,366,NULL,163,0,,
inventory.stock,367,367,NULL,115,0,,
inventory.stock,368,368,NULL,178,0,,
inventory.stock,369,369,NULL,168,0,,
inventory.stock,370,370,NULL,115,0,,
inventory.stock,371,371,NULL,195,0,,
inventory.stock,372,372,NULL,102,0,,
inventory.stock,373,373,NULL,130,0,,
inventory.stock,374,374,NULL,110,0,,
inventory.stock,375,375,NULL,193,0,,
inventory.stock,376,376,NULL,102,0,,
inventory.stock,377,377,NULL,31,0,,
inventory.stock,378,378,NULL,80,0,,
inventory.stock,379,379,NULL,136,0,,
inventory.stock,380,380,NULL,27,0,,
inventory.stock,381,381,NULL,199,0,,
inventory.stock,382,382,NULL,18,0,,
inventory.stock,383,383,NULL,36,0,,
inventory.stock,384,384,NULL,151,0,,
inventory.stock,385,385,NULL,35,0,,
inventory.stock,386,386,NULL,26,0,,
inventory.stock,387,387,NULL,33,0,,
inventory.stock,388,388,NULL,108,0,,
inventory.stock,389,389,NULL,36,0,,
inventory.stock,390,390,NULL,115,0,,
inventory.stock,391,391,NULL,157,0,,
inventory.stock,392,392,NULL,82,0,,
inventory.stock,393,393,NULL,14,0,,
inventory.stock,394,394,NULL,180,0,,
inventory.stock,395,395,NULL,42,0,,
inventory.stock,396,396,NULL,121,0,,
inventory.stock,397,397,NULL,138,0,,
inventory.stock,398,398,NULL,83,0,,
inventory.stock,399,399,NULL,177,0,,
inventory.stock,400,400,NULL,151,0,,
inventory.stock,401,401,NULL,69,0,,
inventory.stock,402,402,NULL,64,0,,
inventory.stock,403,403,NULL,161,0,,
inventory.stock,404,404,NULL,145,0,,
inventory.stock,405,405,NULL,135,0,,
inventory.stock,406,406,NULL,174,0,,
inventory.stock,407,407,NULL,175,0,,
inventory.stock,408,408,NULL,87,0,,
inventory.stock,409,409,NULL,187,0,,
inventory.stock,410,410,NULL,74,0,,
inventory.stock,411,411,NULL,34,0,,
inventory.stock,412,412,NULL,2,0,,
inventory.stock,413,413,NULL,182,0,,
inventory.stock,414,414,NULL,125,0,,
inventory.stock,415,415,NULL,62,0,,
inventory.stock,416,416,NULL,93,0,,
inventory.stock,417,417,NULL,195,0,,
inventory.stock,418,418,NULL,11,0,,
inventory.stock,419,419,NULL,26,0,,
inventory.stock,420,420,NULL,171,0,,
inventory.stock,421,421,NULL,80,0,,
inventory.stock,422,422,NULL,189,0,,
inventory.stock,423,423,NULL,124,0,,
inventory.stock,424,424,NULL,35,0,,
inventory.stock,425,425,NULL,150,0,,
inventory.stock,426,426,NULL,89,0,,
inventory.stock,427,427,NULL,76,0,,
inventory.stock,428,428,NULL,170,0,,
inventory.stock,429,429,NULL,115,0,,
inventory.stock,430,430,NULL,74,0,,
inventory.stock,431,431,NULL,159,0,,
inventory.stock,432,432,NULL,17,0,,
inventory.stock,433,433,NULL,21,0,,
inventory.stock,434,434,NULL,23,0,,
inventory.stock,435,435,NULL,161,0,,
inventory.stock,436,436,NULL,70,0,,
inventory.stock,437,437,NULL,199,0,,
inventory.stock,438,438,NULL,195,0,,
inventory.stock,439,439,NULL,33,0,,
inventory.stock,440,440,NULL,43,0,,
inventory.stock,441,441,NULL,44,0,,
inventory.stock,442,442,NULL,15,0,,
inventory.stock,443,443,NULL,140,0,,
inventory.stock,444,444,NULL,135,0,,
inventory.stock,445,445,NULL,16,0,,
inventory.stock,446,446,NULL,8,0,,
inventory.stock,447,447,NULL,197,0,,
inventory.stock,448,448,NULL,191,0,,
inventory.stock,449,449,NULL,66,0,,
inventory.stock,450,450,NULL,144,0,,
inventory.stock,451,451,NULL,70,0,,
inventory.stock,452,452,NULL,44,0,,
inventory.stock,453,453,NULL,51,0,,
inventory.stock,454,454,NULL,198,0,,
inventory.stock,455,455,NULL,121,0,,
inventory.stock,456,456,NULL,60,0,,
inventory.stock,457,457,NULL,76,0,,
inventory.stock,458,458,NULL,169,0,,
inventory.stock,459,459,NULL,181,0,,
inventory.stock,460,460,NULL,50,0,,
inventory.stock,461,461,NULL,116,0,,
inventory.stock,462,462,NULL,182,0,,
inventory.stock,463,463,NULL,164,0,,
inventory.stock,464,464,NULL,93,0,,
inventory.stock,465,465,NULL,163,0,,
inventory.stock,466,466,NULL,28,0,,
inventory.stock,467,467,NULL,187,0,,
inventory.stock,468,468,NULL,22,0,,
inventory.stock,469,469,NULL,127,0,,
inventory.stock,470,470,NULL,171,0,,
inventory.stock,471,471,NULL,121,0,,
inventory.stock,472,472,NULL,123,0,,
inventory.stock,473,473,NULL,10,0,,
inventory.stock,474,474,NULL,190,0,,
inventory.stock,475,475,NULL,142,0,,
inventory.stock,476,476,NULL,60,0,,
inventory.stock,477,477,NULL,136,0,,
inventory.stock,478,478,NULL,63,0,,
inventory.stock,479,479,NULL,62,0,,
inventory.stock,480,480,NULL,73,0,,
inventory.stock,481,481,NULL,88,0,,
inventory.stock,482,482,NULL,185,0,,
inventory.stock,483,483,NULL,62,0,,
inventory.stock,484,484,NULL,12,0,,
inventory.stock,485,485,NULL,60,0,,
inventory.stock,486,486,NULL,147,0,,
inventory.stock,487,487,NULL,14,0,,
inventory.stock,488,488,NULL,133,0,,
inventory.stock,489,489,NULL,65,0,,
inventory.stock,490,490,NULL,185,0,,
inventory.stock,491,491,NULL,43,0,,
inventory.stock,492,492,NULL,174,0,,
inventory.stock,493,493,NULL,140,0,,
inventory.stock,494,494,NULL,157,0,,
inventory.stock,495,495,NULL,145,0,,
inventory.stock,496,496,NULL,109,0,,
inventory.stock,497,497,NULL,2,0,,
inventory.stock,498,498,NULL,122,0,,
inventory.stock,499,499,NULL,193,0,,
inventory.stock,500,500,NULL,24,0,,
inventory.stock,501,501,NULL,87,0,,
inventory.stock,502,502,NULL,33,0,,
inventory.stock,503,503,NULL,16,0,,
inventory.stock,504,504,NULL,61,0,,
inventory.stock,505,505,NULL,63,0,,
inventory.stock,506,506,NULL,5,0,,
inventory.stock,507,507,NULL,15,0,,
inventory.stock,508,508,NULL,19,0,,
inventory.stock,509,509,NULL,108,0,,
inventory.stock,510,510,NULL,62,0,,
inventory.stock,511,511,NULL,91,0,,
inventory.stock,512,512,NULL,65,0,,
inventory.stock,513,513,NULL,73,0,,
inventory.stock,514,514,NULL,26,0,,
inventory.stock,515,515,NULL,184,0,,
inventory.stock,516,516,NULL,133,0,,
inventory.stock,517,517,NULL,30,0,,
inventory.stock,518,518,NULL,129,0,,
inventory.stock,519,519,NULL,110,0,,
inventory.stock,520,520,NULL,131,0,,
inventory.stock,521,521,NULL,32,0,,
inventory.stock,522,522,NULL,83,0,,
inventory.stock,523,523,NULL,163,0,,
inventory.stock,524,524,NULL,137,0,,
inventory.stock,525,525,NULL,91,0,,
inventory.stock,526,526,NULL,124,0,,
inventory.stock,527,527,NULL,90,0,,
inventory.stock,528,528,NULL,13,0,,
inventory.stock,529,529,NULL,83,0,,
inventory.stock,530,530,NULL,51,0,,
inventory.stock,531,531,NULL,123,0,,
inventory.stock,532,532,NULL,126,0,,
inventory.stock,533,533,NULL,159,0,,
inventory.stock,534,534,NULL,138,0,,
inventory.stock,535,535,NULL,125,0,,
inventory.stock,536,536,NULL,21,0,,
inventory.stock,537,537,NULL,196,0,,
inventory.stock,538,538,NULL,176,0,,
inventory.stock,539,539,NULL,142,0,,
inventory.stock,540,540,NULL,5,0,,
inventory.stock,541,541,NULL,199,0,,
inventory.stock,542,542,NULL,106,0,,
inventory.stock,543,543,NULL,29,0,,
inventory.stock,544,544,NULL,82,0,,
inventory.stock,545,545,NULL,40,0,,
inventory.stock,546,546,NULL,125,0,,
inventory.stock,547,547,NULL,186,0,,
inventory.stock,548,548,NULL,102,0,,
inventory.stock,549,549,NULL,67,0,,
inventory.stock,550,550,NULL,22,0,,
inventory.stock,551,551,NULL,25,0,,
inventory.stock,552,552,NULL,49,0,,
inventory.stock,553,553,NULL,185,0,,
inventory.stock,554,554,NULL,57,0,,
inventory.stock,555,555,NULL,22,0,,
inventory.stock,556,556,NULL,76,0,,
inventory.stock,557,557,NULL,104,0,,
inventory.stock,558,558,NULL,80,0,,
inventory.stock,559,559,NULL,187,0,,
inventory.stock,560,560,NULL,136,0,,
inventory.stock,561,561,NULL,170,0,,
inventory.stock,562,562,NULL,45,0,,
inventory.stock,563,563,NULL,135,0,,
inventory.stock,564,564,NULL,140,0,,
inventory.stock,565,565,NULL,197,0,,
inventory.stock,566,566,NULL,193,0,,
inventory.stock,567,567,NULL,21,0,,
inventory.stock,568,568,NULL,11,0,,
inventory.stock,569,569,NULL,141,0,,
inventory.stock,570,570,NULL,200,0,,
inventory.stock,571,571,NULL,5,0,,
inventory.stock,572,572,NULL,194,0,,
inventory.stock,573,573,NULL,22,0,,
inventory.stock,574,574,NULL,106,0,,
inventory.stock,575,575,NULL,68,0,,
inventory.stock,576,576,NULL,110,0,,
inventory.stock,577,577,NULL,38,0,,
inventory.stock,578,578,NULL,177,0,,
inventory.stock,579,579,NULL,38,0,,
inventory.stock,580,580,NULL,182,0,,
inventory.stock,581,581,NULL,9,0,,
inventory.stock,582,582,NULL,49,0,,
inventory.stock,583,583,NULL,184,0,,
inventory.stock,584,584,NULL,8,0,,
inventory.stock,585,585,NULL,145,0,,
inventory.stock,586,586,NULL,124,0,,
inventory.stock,587,587,NULL,188,0,,
inventory.stock,588,588,NULL,123,0,,
inventory.stock,589,589,NULL,26,0,,
inventory.stock,590,590,NULL,61,0,,
inventory.stock,591,591,NULL,120,0,,
inventory.stock,592,592,NULL,131,0,,
inventory.stock,593,593,NULL,112,0,,
inventory.stock,594,594,NULL,48,0,,
inventory.stock,595,595,NULL,40,0,,
inventory.stock,596,596,NULL,90,0,,
inventory.stock,597,597,NULL,129,0,,
inventory.stock,598,598,NULL,163,0,,
inventory.stock,599,599,NULL,32,0,,
inventory.stock,600,600,NULL,65,0,,
inventory.stock,601,601,NULL,61,0,,
inventory.stock,602,602,NULL,122,0,,
inventory.stock,603,603,NULL,64,0,,
inventory.stock,604,604,NULL,59,0,,
inventory.stock,605,605,NULL,134,0,,
inventory.stock,606,606,NULL,165,0,,
inventory.stock,607,607,NULL,86,0,,
inventory.stock,608,608,NULL,13,0,,
inventory.stock,609,609,NULL,40,0,,
inventory.stock,610,610,NULL,1,0,,
inventory.stock,611,611,NULL,117,0,,
inventory.stock,612,612,NULL,131,0,,
inventory.stock,613,613,NULL,41,0,,
inventory.stock,614,614,NULL,15,0,,
inventory.stock,615,615,NULL,18,0,,
inventory.stock,616,616,NULL,144,0,,
inventory.stock,617,617,NULL,184,0,,
inventory.stock,618,618,NULL,156,0,,
inventory.stock,619,619,NULL,47,0,,
inventory.stock,620,620,NULL,136,0,,
inventory.stock,621,621,NULL,198,0,,
inventory.stock,622,622,NULL,123,0,,
inventory.stock,623,623,NULL,4,0,,
inventory.stock,624,624,NULL,9,0,,
inventory.stock,625,625,NULL,135,0,,
inventory.stock,626,626,NULL,5,0,,
inventory.stock,627,627,NULL,87,0,,
inventory.stock,628,628,NULL,178,0,,
inventory.stock,629,629,NULL,159,0,,
inventory.stock,630,630,NULL,11,0,,
inventory.stock,631,631,NULL,42,0,,
inventory.stock,632,632,NULL,93,0,,
inventory.stock,633,633,NULL,65,0,,
inventory.stock,634,634,NULL,168,0,,
inventory.stock,635,635,NULL,161,0,,
inventory.stock,636,636,NULL,171,0,,
inventory.stock,637,637,NULL,200,0,,
inventory.stock,638,638,NULL,72,0,,
inventory.stock,639,639,NULL,151,0,,
inventory.stock,640,640,NULL,42,0,,
inventory.stock,641,641,NULL,168,0,,
inventory.stock,642,642,NULL,195,0,,
inventory.stock,643,643,NULL,7,0,,
inventory.stock,644,644,NULL,187,0,,
inventory.stock,645,645,NULL,181,0,,
inventory.stock,646,646,NULL,197,0,,
inventory.stock,647,647,NULL,53,0,,
inventory.stock,648,648,NULL,96,0,,
inventory.stock,649,649,NULL,30,0,,
inventory.stock,650,650,NULL,31,0,,
inventory.stock,651,651,NULL,167,0,,
inventory.stock,652,652,NULL,40,0,,
inventory.stock,653,653,NULL,116,0,,
inventory.stock,654,654,NULL,147,0,,
inventory.stock,655,655,NULL,157,0,,
inventory.stock,656,656,NULL,3,0,,
inventory.stock,657,657,NULL,139,0,,
inventory.stock,658,658,NULL,17,0,,
inventory.stock,659,659,NULL,171,0,,
inventory.stock,660,660,NULL,91,0,,
inventory.stock,661,661,NULL,190,0,,
inventory.stock,662,662,NULL,116,0,,
inventory.stock,663,663,NULL,197,0,,
inventory.stock,664,664,NULL,30,0,,
