model,id,sku,upc,product_type,product,brand,is_active,retail_price,store_price,sale_price,weight,created_at,updated_at
inventory.productinventory,30,4110526611,426878426258,1,30,9,1,92,88,44,981,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,31,9492398819,352745597300,1,31,9,1,70,66,33,1117,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,32,1541098955,552830319586,1,32,9,1,78,74,37,958,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,33,9599883597,981549037514,1,33,9,1,74,70,35,915,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,34,5572031494,858158978859,1,34,9,1,70,66,33,996,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,35,6875709131,927520052043,1,35,9,1,86,82,41,920,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,36,4845557149,690805600397,1,36,9,1,90,86,43,952,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,37,8833482940,588389842575,1,37,9,1,80,76,38,1011,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,38,4584223002,687505493823,1,38,9,1,70,66,33,1138,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,39,6585053650,730192260367,1,39,9,1,77,72,36,977,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,40,8318752678,165695751715,1,40,9,1,85,80,40,999,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,41,9881563527,150630014209,1,41,9,1,87,82,41,1079,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,42,3510766870,547038794757,1,42,9,1,87,82,41,1044,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,43,4545393381,982653566762,1,43,9,1,86,82,41,1017,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,44,7178939984,649044467081,1,44,9,1,94,90,45,1025,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,45,1522404252,967793004240,1,45,9,1,73,68,34,976,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,46,3863273031,194401478567,1,46,9,1,88,84,42,978,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,47,2397442989,564294869653,1,47,9,1,79,74,37,1144,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,48,4763299118,388652973723,1,48,9,1,75,70,35,1068,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,49,6670093888,534314945170,1,49,9,1,71,66,33,1088,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,50,7674659402,800521782075,1,50,9,1,78,74,37,969,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,51,9514752827,724957026511,1,51,9,1,80,76,38,1092,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,52,4816313779,616022997421,1,52,9,1,78,74,37,1102,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,53,6582183716,774596636726,1,53,10,1,95,90,45,1099,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,54,6786791391,977404363301,1,54,11,1,91,86,43,1089,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,55,4551379477,731985128509,1,55,12,1,70,66,33,967,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,56,5748359022,469600054910,1,56,12,1,74,70,35,955,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,57,4343373029,569825917897,1,57,12,1,90,86,43,914,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,58,7613058737,876025176927,1,58,12,1,76,72,36,1094,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,59,5354119291,902987747335,1,59,13,1,72,68,34,988,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,60,7090773089,191529793960,1,60,13,1,74,70,35,1008,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,61,5049742366,451666083607,1,61,13,1,71,66,33,979,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,62,9199488256,271911083027,1,62,13,1,86,82,41,1072,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,63,2751640839,483501869274,1,63,13,1,96,92,46,985,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,64,5274963655,258262198395,1,64,13,1,95,90,45,914,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,65,6235189730,761718135041,1,65,13,1,80,76,38,1009,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,66,9830616287,798674292226,1,66,13,1,84,80,40,1051,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,67,6395251645,501664096764,1,67,13,1,70,66,33,1087,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,68,3507170904,127898029546,1,68,13,1,80,76,38,1106,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,69,4470209614,475869326334,1,69,13,1,89,84,42,1144,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,70,7390341559,201030948627,1,70,13,1,76,72,36,919,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,71,2733479380,881058872970,1,71,13,1,84,80,40,1120,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,72,6586793024,752548414142,1,72,13,1,71,66,33,916,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,73,4896357806,771340355739,1,73,13,1,74,70,35,926,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,74,3270697420,372092601682,1,74,13,1,88,84,42,967,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,75,1251755572,497539791979,1,75,13,1,93,88,44,978,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,76,4732274699,535621418284,1,76,13,1,76,72,36,1119,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,77,9043989189,557461206444,1,77,13,1,94,90,45,973,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,78,3115533156,685353054437,1,78,13,1,93,88,44,1148,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,79,7994086581,134173919332,1,79,13,1,86,82,41,1035,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,80,6287503511,958148064799,1,80,13,1,83,78,39,1100,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,81,8938810217,688898604388,1,81,13,1,71,66,33,1077,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,82,8261190960,408943982237,1,82,13,1,82,78,39,946,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,83,9290948474,955935792900,1,83,13,1,77,72,36,944,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,84,3167717770,311067414761,1,84,13,1,71,66,33,1072,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,85,8993206182,472689222583,1,85,13,1,92,88,44,1144,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,86,6400431110,427204421796,1,86,13,1,70,66,33,1055,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,87,6243598955,652165948825,1,87,13,1,92,88,44,960,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,88,8233900694,284298749373,1,88,13,1,84,80,40,1063,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,89,7239686584,564926241422,1,89,13,1,86,82,41,1067,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,90,1548879605,234248665342,1,90,13,1,88,84,42,1108,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,91,8861769341,958949331333,1,91,13,1,73,68,34,1140,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,92,2846844937,873246423663,1,92,13,1,95,90,45,915,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,93,7430998431,279321741818,1,93,13,1,82,78,39,974,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,94,3576796643,654139161632,1,94,13,1,75,70,35,964,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,95,2140627369,494119354277,1,95,13,1,78,74,37,1035,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,96,6882245373,114290993303,1,96,13,1,75,70,35,1018,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,97,2675127201,678595681555,1,97,13,1,99,94,47,941,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,98,2792523868,333128184382,1,98,13,1,92,88,44,1078,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,99,1594347830,406120043860,1,99,13,1,70,66,33,1104,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,100,4406413630,247024774097,1,100,13,1,96,92,46,953,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,101,3330669304,183735883470,1,101,13,1,96,92,46,983,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,102,7683016285,520985737523,1,102,13,1,98,94,47,969,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,103,1638074603,802329080331,1,103,13,1,73,68,34,1068,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,104,5516635307,511182325189,1,104,14,1,95,90,45,1042,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,105,6452863774,438564470017,1,105,14,1,71,66,33,956,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,106,8492638689,341265591135,1,106,14,1,80,76,38,990,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,107,6581896599,698807282754,1,107,14,1,80,76,38,1070,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,108,3587610086,424017237400,1,108,14,1,91,86,43,910,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,109,2719233868,540735946725,1,109,15,1,93,88,44,1063,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,110,6542825660,701059881978,1,110,16,1,93,88,44,1101,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,111,7581641765,746015412297,1,111,16,1,81,76,38,1053,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,112,8809339852,581258812213,1,112,16,1,71,66,33,962,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,113,7693143508,307267207667,1,113,16,1,98,94,47,924,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,114,3882405061,403705498189,1,114,16,1,95,90,45,1054,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,115,6148571301,510439429358,1,115,16,1,87,82,41,1057,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,116,6891490509,846957840983,1,116,16,1,70,66,33,1018,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,117,7602050745,746927751705,1,117,16,1,90,86,43,1137,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,118,5434782055,408278905645,1,118,16,1,97,92,46,1124,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,119,7451391363,224937092864,1,119,16,1,79,74,37,926,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,120,7895778003,853184403784,1,120,16,1,72,68,34,1003,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,121,7325276011,806388120774,1,121,16,1,86,82,41,957,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,122,1923375239,692763238093,1,122,16,1,94,90,45,1050,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,123,4256590384,589995538538,1,123,16,1,70,66,33,1021,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,124,7232129766,759966041853,1,124,16,1,88,84,42,947,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,125,5590305139,988796628244,1,125,16,1,73,68,34,928,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,126,4465423558,518052779786,1,126,16,1,94,90,45,1045,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,127,3336559486,240792878093,1,127,16,1,91,86,43,986,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,128,1708677178,377418609771,1,128,16,1,97,92,46,1131,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,129,2100109082,208088180066,1,129,16,1,73,68,34,1142,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,130,8313149344,722200736893,1,130,16,1,83,78,39,963,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,131,9558659254,920227024396,1,131,16,1,95,90,45,1016,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,132,9855101644,386765482465,1,132,16,1,71,66,33,1064,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,133,9859654923,380383371651,1,133,16,1,71,66,33,913,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,134,1701358512,524518440187,1,134,16,1,75,70,35,1124,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,135,2245879069,204325172936,1,135,16,1,72,68,34,1089,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,136,4730996508,214934323564,1,136,16,1,73,68,34,946,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,137,2818051949,441305621892,1,137,16,1,92,88,44,919,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,138,4621716667,308121026286,1,138,16,1,97,92,46,985,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,139,3023575768,192995365315,1,139,16,1,72,68,34,1054,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,140,6956917766,633948554626,1,140,16,1,86,82,41,1048,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,141,8512211919,701044940767,1,141,16,1,80,76,38,1138,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,142,5502939135,377084988379,1,142,16,1,98,94,47,994,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,143,3810203026,635121720070,1,143,16,1,83,78,39,1030,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,144,6847225192,305724163857,1,144,16,1,72,68,34,997,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,145,2661973707,719839304936,1,145,16,1,93,88,44,964,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,146,9102311363,718471911139,1,146,16,1,70,66,33,988,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,147,6091660715,659425965039,1,147,16,1,96,92,46,944,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,148,3694412728,168215978431,1,148,16,1,80,76,38,1046,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,149,7629458308,658845780361,1,149,16,1,87,82,41,1146,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,150,3396032720,520903401177,1,150,17,1,82,78,39,945,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,151,8181335501,509730060355,1,151,18,1,96,92,46,983,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,152,9632005964,206986030739,1,152,19,1,75,70,35,1086,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,153,6466489253,443619839393,1,153,20,1,92,88,44,1149,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,154,4169031779,916353197962,1,154,20,1,72,68,34,1101,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,155,4737020367,141374028679,1,155,21,1,98,94,47,1054,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,156,9485695758,206913257595,1,156,21,1,79,74,37,964,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,157,2269756323,158741451879,1,157,21,1,88,84,42,920,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,158,1090665782,517986710284,1,158,22,1,74,70,35,1098,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,159,9493829412,612829012217,1,159,22,1,71,66,33,1020,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,160,4313997321,523986887883,1,160,22,1,71,66,33,996,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,161,9348828614,194511229362,1,161,22,1,97,92,46,1003,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,162,1664656755,406671494438,1,162,23,1,73,68,34,1054,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,163,6395020221,562442068760,1,163,23,1,85,80,40,1079,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,164,5218138077,643063162963,1,164,24,1,74,70,35,987,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,165,3539940302,129150063383,1,165,24,1,91,86,43,984,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,166,4870165667,760402535681,1,166,24,1,85,80,40,1010,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,167,3072708198,878445424981,1,167,24,1,80,76,38,1028,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,168,5690907698,175989107390,1,168,24,1,95,90,45,971,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,169,9266077024,615156516204,1,169,24,1,84,80,40,1014,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,170,8023689122,731353851777,1,170,24,1,87,82,41,951,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,171,8712475385,624209184669,1,171,24,1,91,86,43,1053,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,172,4144810015,393018149193,1,172,24,1,75,70,35,1145,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,173,9332708463,155034369830,1,173,24,1,85,80,40,1118,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,174,3623994926,177789482846,1,174,24,1,90,86,43,1053,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,175,7311229610,347344755776,1,175,24,1,92,88,44,940,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,176,4866678609,859017317837,1,176,24,1,73,68,34,993,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,177,5113618678,352232275563,1,177,24,1,90,86,43,988,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,178,5161406061,715156108763,1,178,24,1,91,86,43,1103,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,179,2309733042,502502317481,1,179,24,1,93,88,44,1084,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,180,9573505020,713193157466,1,180,24,1,94,90,45,1123,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,181,8854578952,891784050803,1,181,24,1,98,94,47,929,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,182,1538050226,343667732483,1,182,24,1,90,86,43,910,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,183,2239870391,280302030131,1,183,24,1,92,88,44,1109,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,184,4813502831,291567693153,1,184,24,1,81,76,38,959,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,185,8558878464,299540196585,1,185,24,1,84,80,40,922,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,186,8013496062,124089090952,1,186,24,1,75,70,35,951,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,187,5275447841,985652167725,1,187,24,1,92,88,44,1096,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,188,2276568378,834439771529,1,188,24,1,79,74,37,959,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,189,8932099328,128176790504,1,189,24,1,77,72,36,1003,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,190,1975634733,590449610235,1,190,24,1,77,72,36,1143,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,191,7263882359,845093386800,1,191,24,1,94,90,45,1072,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,192,6147503934,501870951895,1,192,24,1,80,76,38,963,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,193,2066365864,888217444108,1,193,24,1,92,88,44,916,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,194,2689204465,548752861206,1,194,24,1,77,72,36,1078,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,195,6844181003,753439213723,1,195,24,1,93,88,44,1049,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,196,1162818335,904926723491,1,196,24,1,98,94,47,1103,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,197,7157965558,276190559221,1,197,24,1,91,86,43,1080,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,198,3266962397,921459474476,1,198,24,1,81,76,38,988,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,199,1644215839,659097264422,1,199,24,1,78,74,37,1135,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
