model,id,product_id,category_id
inventory.product_category,79,79,5
inventory.product_category,80,80,5
inventory.product_category,81,81,16
inventory.product_category,82,82,16
inventory.product_category,83,83,5
inventory.product_category,84,84,16
inventory.product_category,85,85,16
inventory.product_category,86,86,16
inventory.product_category,87,87,16
inventory.product_category,88,88,16
inventory.product_category,89,89,16
inventory.product_category,90,90,16
inventory.product_category,91,91,16
inventory.product_category,92,92,16
inventory.product_category,93,93,16
inventory.product_category,94,94,16
inventory.product_category,95,95,16
inventory.product_category,96,96,16
inventory.product_category,97,97,16
inventory.product_category,98,98,16
inventory.product_category,99,99,16
inventory.product_category,100,100,16
inventory.product_category,101,101,16
inventory.product_category,102,102,16
inventory.product_category,103,103,16
inventory.product_category,104,104,16
inventory.product_category,105,105,5
inventory.product_category,106,106,5
inventory.product_category,107,107,5
inventory.product_category,108,108,5
inventory.product_category,109,109,5
inventory.product_category,110,110,8
inventory.product_category,111,111,4
inventory.product_category,112,112,17
inventory.product_category,113,113,18
inventory.product_category,114,114,4
inventory.product_category,115,115,18
inventory.product_category,116,116,17
inventory.product_category,117,117,18
inventory.product_category,118,118,5
inventory.product_category,119,119,18
inventory.product_category,120,120,5
inventory.product_category,121,121,19
inventory.product_category,122,122,5
inventory.product_category,123,123,18
inventory.product_category,124,124,4
inventory.product_category,125,125,17
inventory.product_category,126,126,19
inventory.product_category,127,127,17
inventory.product_category,128,128,17
inventory.product_category,129,129,17
inventory.product_category,130,130,4
inventory.product_category,131,131,17
inventory.product_category,132,132,17
inventory.product_category,133,133,4
inventory.product_category,134,134,18
inventory.product_category,135,135,17
inventory.product_category,136,136,4
inventory.product_category,137,137,4
inventory.product_category,138,138,4
inventory.product_category,139,139,4
inventory.product_category,140,140,4
inventory.product_category,141,141,4
inventory.product_category,142,142,4
inventory.product_category,143,143,4
inventory.product_category,144,144,4
inventory.product_category,145,145,4
inventory.product_category,146,146,4
inventory.product_category,147,147,18
inventory.product_category,148,148,4
inventory.product_category,149,149,4
inventory.product_category,150,150,4
inventory.product_category,151,151,18
inventory.product_category,152,152,13
inventory.product_category,153,153,11
inventory.product_category,154,154,5
inventory.product_category,155,155,5
inventory.product_category,156,156,5
inventory.product_category,157,157,5
inventory.product_category,158,158,5
inventory.product_category,159,159,4
inventory.product_category,160,160,8
inventory.product_category,161,161,8
inventory.product_category,162,162,8
inventory.product_category,163,163,7
inventory.product_category,164,164,4
inventory.product_category,165,165,5
inventory.product_category,166,166,5
inventory.product_category,167,167,5
inventory.product_category,168,168,5
inventory.product_category,169,169,5
inventory.product_category,170,170,5
inventory.product_category,171,171,5
inventory.product_category,172,172,11
inventory.product_category,173,173,5
inventory.product_category,174,174,5
inventory.product_category,175,175,8
inventory.product_category,176,176,5
inventory.product_category,177,177,5
inventory.product_category,178,178,5
inventory.product_category,179,179,5
inventory.product_category,180,180,5
inventory.product_category,181,181,5
inventory.product_category,182,182,13
inventory.product_category,183,183,5
inventory.product_category,184,184,8
inventory.product_category,185,185,5
inventory.product_category,186,186,9
inventory.product_category,187,187,5
inventory.product_category,188,188,8
inventory.product_category,189,189,5
inventory.product_category,190,190,10
inventory.product_category,191,191,6
inventory.product_category,192,192,9
inventory.product_category,193,193,10
inventory.product_category,194,194,6
inventory.product_category,195,195,10
inventory.product_category,196,196,6
inventory.product_category,197,197,5
inventory.product_category,198,198,5
inventory.product_category,199,199,5
inventory.product_category,200,200,8
inventory.product_category,201,201,9
inventory.product_category,202,202,12
inventory.product_category,203,203,12
inventory.product_category,204,204,13
inventory.product_category,205,205,8
inventory.product_category,206,206,8
inventory.product_category,207,207,13
inventory.product_category,208,208,14
inventory.product_category,209,209,12
inventory.product_category,210,210,13
inventory.product_category,211,211,13
inventory.product_category,212,212,9
inventory.product_category,213,213,8
inventory.product_category,214,214,8
inventory.product_category,215,215,13
inventory.product_category,216,216,6
inventory.product_category,217,217,6
inventory.product_category,218,218,13
inventory.product_category,219,219,20
inventory.product_category,220,220,13
inventory.product_category,221,221,8
inventory.product_category,222,222,5
inventory.product_category,223,223,5
inventory.product_category,224,224,8
inventory.product_category,225,225,5
inventory.product_category,226,226,8
inventory.product_category,227,227,5
inventory.product_category,228,228,8
inventory.product_category,229,229,5
inventory.product_category,230,230,5
inventory.product_category,231,231,5
inventory.product_category,232,232,5
inventory.product_category,233,233,5
inventory.product_category,234,234,5
inventory.product_category,235,235,5
inventory.product_category,236,236,13
inventory.product_category,237,237,21
inventory.product_category,238,238,4
inventory.product_category,239,239,7
inventory.product_category,240,240,15
inventory.product_category,241,241,21
inventory.product_category,242,242,22
inventory.product_category,243,243,5
inventory.product_category,244,244,22
inventory.product_category,245,245,22
inventory.product_category,246,246,22
inventory.product_category,247,247,9
inventory.product_category,248,248,20
inventory.product_category,249,249,13
inventory.product_category,250,250,5
inventory.product_category,251,251,5
inventory.product_category,252,252,5
inventory.product_category,253,253,5
inventory.product_category,254,254,5
inventory.product_category,255,255,5
inventory.product_category,256,256,5
inventory.product_category,257,257,5
inventory.product_category,258,258,5
inventory.product_category,259,259,5
inventory.product_category,260,260,13
inventory.product_category,261,261,5
inventory.product_category,262,262,5
inventory.product_category,263,263,5
inventory.product_category,264,264,5
inventory.product_category,265,265,5
inventory.product_category,266,266,13
inventory.product_category,267,267,5
inventory.product_category,268,268,5
inventory.product_category,269,269,8
inventory.product_category,270,270,13
inventory.product_category,271,271,5
inventory.product_category,272,272,5
inventory.product_category,273,273,5
inventory.product_category,274,274,9
inventory.product_category,275,275,5
inventory.product_category,276,276,7
inventory.product_category,277,277,5
inventory.product_category,278,278,5
inventory.product_category,279,279,5
inventory.product_category,280,280,5
inventory.product_category,281,281,5
inventory.product_category,282,282,13
inventory.product_category,283,283,5
inventory.product_category,284,284,5
inventory.product_category,285,285,5
inventory.product_category,286,286,5
inventory.product_category,287,287,5
inventory.product_category,288,288,9
inventory.product_category,289,289,5
inventory.product_category,290,290,5
inventory.product_category,291,291,5
inventory.product_category,292,292,5
inventory.product_category,293,293,9
inventory.product_category,294,294,5
inventory.product_category,295,295,5
inventory.product_category,296,296,5
inventory.product_category,297,297,5
inventory.product_category,298,298,5
inventory.product_category,299,299,5
inventory.product_category,300,300,5
inventory.product_category,301,301,5
inventory.product_category,302,302,5
inventory.product_category,303,303,5
inventory.product_category,304,304,5
inventory.product_category,305,305,5
inventory.product_category,306,306,5
inventory.product_category,307,307,5
inventory.product_category,308,308,5
inventory.product_category,309,309,16
inventory.product_category,310,310,5
inventory.product_category,311,311,5
inventory.product_category,312,312,5
inventory.product_category,313,313,5
inventory.product_category,314,314,5
inventory.product_category,315,315,5
inventory.product_category,316,316,5
inventory.product_category,317,317,5
inventory.product_category,318,318,16
inventory.product_category,319,319,5
inventory.product_category,320,320,5
inventory.product_category,321,321,5
inventory.product_category,322,322,4
inventory.product_category,323,323,5
inventory.product_category,324,324,16
inventory.product_category,325,325,5
inventory.product_category,326,326,8
inventory.product_category,327,327,5
inventory.product_category,328,328,5
inventory.product_category,329,329,5
inventory.product_category,330,330,5
inventory.product_category,331,331,5
inventory.product_category,332,332,5
inventory.product_category,333,333,5
inventory.product_category,334,334,13
inventory.product_category,335,335,5
inventory.product_category,336,336,4
inventory.product_category,337,337,4
inventory.product_category,338,338,4
inventory.product_category,339,339,4
inventory.product_category,340,340,4
inventory.product_category,341,341,4
inventory.product_category,342,342,5
inventory.product_category,343,343,5
inventory.product_category,344,344,5
inventory.product_category,345,345,9
inventory.product_category,346,346,5
inventory.product_category,347,347,5
inventory.product_category,348,348,7
inventory.product_category,349,349,8
inventory.product_category,350,350,5
inventory.product_category,351,351,5
inventory.product_category,352,352,5
inventory.product_category,353,353,5
inventory.product_category,354,354,5
inventory.product_category,355,355,13
inventory.product_category,356,356,5
inventory.product_category,357,357,5
inventory.product_category,358,358,8
inventory.product_category,359,359,9
inventory.product_category,360,360,5
inventory.product_category,361,361,8
inventory.product_category,362,362,8
inventory.product_category,363,363,13
inventory.product_category,364,364,5
inventory.product_category,365,365,11
inventory.product_category,366,366,5
inventory.product_category,367,367,5
inventory.product_category,368,368,5
inventory.product_category,369,369,5
inventory.product_category,370,370,9
inventory.product_category,371,371,11
inventory.product_category,372,372,8
inventory.product_category,373,373,8
inventory.product_category,374,374,13
inventory.product_category,375,375,13
inventory.product_category,376,376,13
inventory.product_category,377,377,5
inventory.product_category,378,378,5
inventory.product_category,379,379,5
inventory.product_category,380,380,5
inventory.product_category,381,381,8
inventory.product_category,382,382,9
inventory.product_category,383,383,5
inventory.product_category,384,384,7
inventory.product_category,385,385,8
inventory.product_category,386,386,5
inventory.product_category,387,387,5
inventory.product_category,388,388,5
inventory.product_category,389,389,5
inventory.product_category,390,390,10
inventory.product_category,391,391,7
inventory.product_category,392,392,8
inventory.product_category,393,393,9
inventory.product_category,394,394,5
inventory.product_category,395,395,5
inventory.product_category,396,396,14
inventory.product_category,397,397,8
inventory.product_category,398,398,9
inventory.product_category,399,399,14
inventory.product_category,400,400,14
inventory.product_category,401,401,5
inventory.product_category,402,402,5
inventory.product_category,403,403,5
inventory.product_category,404,404,9
inventory.product_category,405,405,5
inventory.product_category,406,406,5
inventory.product_category,407,407,5
inventory.product_category,408,408,5
inventory.product_category,409,409,5
inventory.product_category,410,410,5
inventory.product_category,411,411,9
inventory.product_category,412,412,5
inventory.product_category,413,413,5
inventory.product_category,414,414,5
inventory.product_category,415,415,5
inventory.product_category,416,416,5
inventory.product_category,417,417,5
inventory.product_category,418,418,5
inventory.product_category,419,419,5
inventory.product_category,420,420,5
inventory.product_category,421,421,5
inventory.product_category,422,422,5
inventory.product_category,423,423,5
inventory.product_category,424,424,5
inventory.product_category,425,425,5
inventory.product_category,426,426,5
inventory.product_category,427,427,5
inventory.product_category,428,428,8
inventory.product_category,429,429,15
inventory.product_category,430,430,9
inventory.product_category,431,431,13
inventory.product_category,432,432,5
inventory.product_category,433,433,5
inventory.product_category,434,434,5
inventory.product_category,435,435,20
inventory.product_category,436,436,7
inventory.product_category,437,437,14
inventory.product_category,438,438,12
inventory.product_category,439,439,18
inventory.product_category,440,440,23
inventory.product_category,441,441,23
inventory.product_category,442,442,5
inventory.product_category,443,443,20
inventory.product_category,444,444,9
inventory.product_category,445,445,8
inventory.product_category,446,446,8
inventory.product_category,447,447,8
inventory.product_category,448,448,14
inventory.product_category,449,449,14
inventory.product_category,450,450,8
inventory.product_category,451,451,20
inventory.product_category,452,452,8
inventory.product_category,453,453,14
inventory.product_category,454,454,14
inventory.product_category,455,455,9
inventory.product_category,456,456,8
inventory.product_category,457,457,18
inventory.product_category,458,458,9
inventory.product_category,459,459,24
inventory.product_category,460,460,13
inventory.product_category,461,461,5
inventory.product_category,462,462,8
inventory.product_category,463,463,5
inventory.product_category,464,464,8
inventory.product_category,465,465,8
inventory.product_category,466,466,8
inventory.product_category,467,467,8
inventory.product_category,468,468,5
inventory.product_category,469,469,5
inventory.product_category,470,470,5
inventory.product_category,471,471,5
inventory.product_category,472,472,5
inventory.product_category,473,473,5
inventory.product_category,474,474,5
inventory.product_category,475,475,5
inventory.product_category,476,476,5
inventory.product_category,477,477,5
inventory.product_category,478,478,5
inventory.product_category,479,479,5
inventory.product_category,480,480,8
inventory.product_category,481,481,8
inventory.product_category,482,482,8
inventory.product_category,483,483,4
inventory.product_category,484,484,16
inventory.product_category,485,485,25
inventory.product_category,486,486,4
inventory.product_category,487,487,4
inventory.product_category,488,488,4
inventory.product_category,489,489,4
inventory.product_category,490,490,4
inventory.product_category,491,491,4
inventory.product_category,492,492,4
inventory.product_category,493,493,4
inventory.product_category,494,494,19
inventory.product_category,495,495,19
inventory.product_category,496,496,5
inventory.product_category,497,497,4
inventory.product_category,498,498,4
inventory.product_category,499,499,4
inventory.product_category,500,500,5
inventory.product_category,501,501,5
inventory.product_category,502,502,4
inventory.product_category,503,503,4
inventory.product_category,504,504,5
inventory.product_category,505,505,4
inventory.product_category,506,506,4
inventory.product_category,507,507,4
inventory.product_category,508,508,19
inventory.product_category,509,509,4
inventory.product_category,510,510,19
inventory.product_category,511,511,5
inventory.product_category,512,512,4
inventory.product_category,513,513,4
inventory.product_category,514,514,4
inventory.product_category,515,515,5
inventory.product_category,516,516,4
inventory.product_category,517,517,4
inventory.product_category,518,518,19
inventory.product_category,519,519,5
inventory.product_category,520,520,25
inventory.product_category,521,521,4
inventory.product_category,522,522,4
inventory.product_category,523,523,4
inventory.product_category,524,524,4
inventory.product_category,525,525,4
inventory.product_category,526,526,4
inventory.product_category,527,527,5
inventory.product_category,528,528,5
inventory.product_category,529,529,4
inventory.product_category,530,530,4
inventory.product_category,531,531,4
inventory.product_category,532,532,4
inventory.product_category,533,533,4
inventory.product_category,534,534,19
inventory.product_category,535,535,19
inventory.product_category,536,536,5
inventory.product_category,537,537,4
inventory.product_category,538,538,4
inventory.product_category,539,539,4
inventory.product_category,540,540,4
inventory.product_category,541,541,19
inventory.product_category,542,542,4
inventory.product_category,543,543,4
inventory.product_category,544,544,4
inventory.product_category,545,545,4
inventory.product_category,546,546,4
inventory.product_category,547,547,4
inventory.product_category,548,548,4
inventory.product_category,549,549,5
inventory.product_category,550,550,8
inventory.product_category,551,551,13
inventory.product_category,552,552,5
inventory.product_category,553,553,18
inventory.product_category,554,554,8
inventory.product_category,555,555,6
inventory.product_category,556,556,5
inventory.product_category,557,557,5
inventory.product_category,558,558,5
inventory.product_category,559,559,5
inventory.product_category,560,560,5
inventory.product_category,561,561,8
inventory.product_category,562,562,8
inventory.product_category,563,563,8
inventory.product_category,564,564,8
inventory.product_category,565,565,8
inventory.product_category,566,566,5
inventory.product_category,567,567,4
inventory.product_category,568,568,5
inventory.product_category,569,569,5
inventory.product_category,570,570,5
inventory.product_category,571,571,5
inventory.product_category,572,572,5
inventory.product_category,573,573,5
inventory.product_category,574,574,5
inventory.product_category,575,575,12
inventory.product_category,576,576,8
inventory.product_category,577,577,13
inventory.product_category,578,578,8
inventory.product_category,579,579,13
inventory.product_category,580,580,8
inventory.product_category,581,581,8
inventory.product_category,582,582,8
inventory.product_category,583,583,8
inventory.product_category,584,584,13
inventory.product_category,585,585,10
inventory.product_category,586,586,6
inventory.product_category,587,587,9
inventory.product_category,588,588,10
inventory.product_category,589,589,8
inventory.product_category,590,590,10
inventory.product_category,591,591,11
inventory.product_category,592,592,10
inventory.product_category,593,593,10
inventory.product_category,594,594,8
inventory.product_category,595,595,9
inventory.product_category,596,596,8
inventory.product_category,597,597,14
inventory.product_category,598,598,8
inventory.product_category,599,599,14
inventory.product_category,600,600,9
inventory.product_category,601,601,8
inventory.product_category,602,602,8
inventory.product_category,603,603,10
inventory.product_category,604,604,9
inventory.product_category,605,605,10
inventory.product_category,606,606,13
inventory.product_category,607,607,5
inventory.product_category,608,608,5
inventory.product_category,609,609,5
inventory.product_category,610,610,5
inventory.product_category,611,611,5
inventory.product_category,612,612,5
inventory.product_category,613,613,8
inventory.product_category,614,614,4
inventory.product_category,615,615,5
inventory.product_category,616,616,5
inventory.product_category,617,617,5
inventory.product_category,618,618,13
inventory.product_category,619,619,5
inventory.product_category,620,620,5
inventory.product_category,621,621,5
inventory.product_category,622,622,5
inventory.product_category,623,623,5
inventory.product_category,624,624,22
inventory.product_category,625,625,22
inventory.product_category,626,626,5
inventory.product_category,627,627,5
inventory.product_category,628,628,5
inventory.product_category,629,629,5
inventory.product_category,630,630,5
inventory.product_category,631,631,11
inventory.product_category,632,632,5
inventory.product_category,633,633,5
inventory.product_category,634,634,13
inventory.product_category,635,635,5
inventory.product_category,636,636,5
inventory.product_category,637,637,5
inventory.product_category,638,638,7
inventory.product_category,639,639,11
inventory.product_category,640,640,5
inventory.product_category,641,641,5
inventory.product_category,642,642,5
inventory.product_category,643,643,5
inventory.product_category,644,644,5
inventory.product_category,645,645,8
inventory.product_category,646,646,5
inventory.product_category,647,647,7
inventory.product_category,648,648,8
inventory.product_category,649,649,5
inventory.product_category,650,650,6
inventory.product_category,651,651,5
inventory.product_category,652,652,5
inventory.product_category,653,653,11
inventory.product_category,654,654,11
inventory.product_category,655,655,11
inventory.product_category,656,656,8
inventory.product_category,657,657,8
inventory.product_category,658,658,11
inventory.product_category,659,659,11
inventory.product_category,660,660,11
inventory.product_category,661,661,11
inventory.product_category,662,662,11
inventory.product_category,663,663,11
inventory.product_category,664,664,11
inventory.product_category,665,665,8
inventory.product_category,666,666,8
inventory.product_category,667,667,10
inventory.product_category,668,668,5
inventory.product_category,669,669,5
inventory.product_category,670,670,6
inventory.product_category,671,671,5
inventory.product_category,672,672,5
inventory.product_category,673,673,13
inventory.product_category,674,674,5
inventory.product_category,675,675,13
inventory.product_category,676,676,9
inventory.product_category,677,677,9
inventory.product_category,678,678,9
inventory.product_category,679,679,13
inventory.product_category,680,680,5
inventory.product_category,681,681,5
inventory.product_category,682,682,5
inventory.product_category,683,683,5
inventory.product_category,684,684,14
inventory.product_category,685,685,10
inventory.product_category,686,686,5
inventory.product_category,687,687,13
inventory.product_category,688,688,5
inventory.product_category,689,689,5
inventory.product_category,690,690,5
inventory.product_category,691,691,5
inventory.product_category,692,692,5
inventory.product_category,693,693,5
inventory.product_category,694,694,13
inventory.product_category,695,695,13
inventory.product_category,696,696,5
inventory.product_category,697,697,5
inventory.product_category,698,698,5
inventory.product_category,699,699,7
inventory.product_category,700,700,13
inventory.product_category,701,701,8
inventory.product_category,702,702,8
inventory.product_category,703,703,13
inventory.product_category,704,704,5
inventory.product_category,705,705,5
inventory.product_category,706,706,5
inventory.product_category,707,707,5
inventory.product_category,708,708,5
inventory.product_category,709,709,8
inventory.product_category,710,710,5
inventory.product_category,711,711,5
inventory.product_category,712,712,5
inventory.product_category,713,713,5
inventory.product_category,714,714,5
inventory.product_category,715,715,8
inventory.product_category,716,716,5
inventory.product_category,717,717,5
inventory.product_category,718,718,8
inventory.product_category,719,719,5
inventory.product_category,720,720,13
inventory.product_category,721,721,5
inventory.product_category,722,722,8
inventory.product_category,723,723,5
inventory.product_category,724,724,5
inventory.product_category,725,725,5
inventory.product_category,726,726,5
inventory.product_category,727,727,8
inventory.product_category,728,728,7
inventory.product_category,729,729,11
inventory.product_category,730,730,4
inventory.product_category,731,731,7
inventory.product_category,732,732,5
inventory.product_category,733,733,5
inventory.product_category,734,734,5
inventory.product_category,735,735,8
inventory.product_category,736,736,7
inventory.product_category,737,737,13
inventory.product_category,738,738,5
inventory.product_category,739,739,5
inventory.product_category,740,740,5
inventory.product_category,741,741,5
inventory.product_category,742,742,5
inventory.product_category,743,743,7
inventory.product_category,744,744,5
inventory.product_category,745,745,13
inventory.product_category,746,746,5
inventory.product_category,747,747,5
inventory.product_category,748,748,13
inventory.product_category,749,749,5
inventory.product_category,750,750,5
inventory.product_category,751,751,5
inventory.product_category,752,752,5
inventory.product_category,753,753,5
inventory.product_category,754,754,5
inventory.product_category,755,755,5
inventory.product_category,756,756,5
inventory.product_category,757,757,13
inventory.product_category,758,758,8
inventory.product_category,759,759,20
inventory.product_category,760,760,5
inventory.product_category,761,761,5
inventory.product_category,762,762,5
inventory.product_category,763,763,8
inventory.product_category,764,764,7
inventory.product_category,765,765,5
inventory.product_category,766,766,5
inventory.product_category,767,767,5
inventory.product_category,768,768,5
inventory.product_category,769,769,5
inventory.product_category,770,770,5
inventory.product_category,771,771,5
inventory.product_category,772,772,5
inventory.product_category,773,773,5
inventory.product_category,774,774,5
inventory.product_category,775,775,5
inventory.product_category,776,776,5
inventory.product_category,777,777,5
inventory.product_category,778,778,8
inventory.product_category,779,779,14
inventory.product_category,780,780,12
inventory.product_category,781,781,8
inventory.product_category,782,782,14
inventory.product_category,783,783,14
inventory.product_category,784,784,8
inventory.product_category,785,785,8
inventory.product_category,786,786,14
inventory.product_category,787,787,8
inventory.product_category,788,788,10
inventory.product_category,789,789,14
inventory.product_category,790,790,9
inventory.product_category,791,791,9
inventory.product_category,792,792,9
inventory.product_category,793,793,14
inventory.product_category,794,794,14
inventory.product_category,795,795,14
inventory.product_category,796,796,12
inventory.product_category,797,797,9
inventory.product_category,798,798,14
inventory.product_category,799,799,13
inventory.product_category,800,800,13
inventory.product_category,801,801,10
inventory.product_category,802,802,14
inventory.product_category,803,803,9
inventory.product_category,804,804,5
inventory.product_category,805,805,8
inventory.product_category,806,806,5
inventory.product_category,807,807,7
inventory.product_category,808,808,5
inventory.product_category,809,809,5
inventory.product_category,810,810,5
inventory.product_category,811,811,5
inventory.product_category,812,812,5
inventory.product_category,813,813,5
inventory.product_category,814,814,5
inventory.product_category,815,815,8
inventory.product_category,816,816,5
inventory.product_category,817,817,5
inventory.product_category,818,818,5
inventory.product_category,819,819,13
inventory.product_category,820,820,5
inventory.product_category,821,821,5
inventory.product_category,822,822,5
inventory.product_category,823,823,13
inventory.product_category,824,824,5
inventory.product_category,825,825,5
inventory.product_category,826,826,5
inventory.product_category,827,827,16
inventory.product_category,828,828,5
inventory.product_category,829,829,8
inventory.product_category,830,830,8
inventory.product_category,831,831,5
inventory.product_category,832,832,8
inventory.product_category,833,833,8
inventory.product_category,834,834,8
inventory.product_category,835,835,7
inventory.product_category,836,836,5
inventory.product_category,837,837,5
inventory.product_category,838,838,5
inventory.product_category,839,839,6
inventory.product_category,840,840,5
inventory.product_category,841,841,5
inventory.product_category,842,842,13
inventory.product_category,843,843,5
inventory.product_category,844,844,5
inventory.product_category,845,845,5
inventory.product_category,846,846,5
inventory.product_category,847,847,8
inventory.product_category,848,848,8
inventory.product_category,849,849,5
inventory.product_category,850,850,5
inventory.product_category,851,851,5
inventory.product_category,852,852,8
inventory.product_category,853,853,5
inventory.product_category,854,854,8
inventory.product_category,855,855,5
inventory.product_category,856,856,5
inventory.product_category,857,857,8
inventory.product_category,858,858,13
inventory.product_category,859,859,5
inventory.product_category,860,860,8
inventory.product_category,861,861,8
inventory.product_category,862,862,5
inventory.product_category,863,863,8
inventory.product_category,864,864,8
inventory.product_category,865,865,7
inventory.product_category,866,866,8
inventory.product_category,867,867,13
inventory.product_category,868,868,8
inventory.product_category,869,869,5
inventory.product_category,870,870,5
inventory.product_category,871,871,5
inventory.product_category,872,872,8
inventory.product_category,873,873,16
inventory.product_category,874,874,8
inventory.product_category,875,875,13
inventory.product_category,876,876,8
inventory.product_category,877,877,8
inventory.product_category,878,878,8
inventory.product_category,879,879,8
inventory.product_category,880,880,8
inventory.product_category,881,881,8
inventory.product_category,882,882,5
inventory.product_category,883,883,5
inventory.product_category,884,884,9
inventory.product_category,885,885,4
inventory.product_category,886,886,8
inventory.product_category,887,887,5
inventory.product_category,888,888,5
inventory.product_category,889,889,5
inventory.product_category,890,890,5
inventory.product_category,891,891,5
inventory.product_category,892,892,5
inventory.product_category,893,893,5
inventory.product_category,894,894,5
inventory.product_category,895,895,20
inventory.product_category,896,896,5
inventory.product_category,897,897,5
inventory.product_category,898,898,8
inventory.product_category,899,899,6
inventory.product_category,900,900,13
inventory.product_category,901,901,5
inventory.product_category,902,902,13
inventory.product_category,903,903,20
inventory.product_category,904,904,9
inventory.product_category,905,905,5
inventory.product_category,906,906,5
inventory.product_category,907,907,12
inventory.product_category,908,908,6
inventory.product_category,909,909,8
inventory.product_category,910,910,8
inventory.product_category,911,911,5
inventory.product_category,912,912,5
inventory.product_category,913,913,6
inventory.product_category,914,914,5
inventory.product_category,915,915,6
inventory.product_category,916,916,8
inventory.product_category,917,917,12
inventory.product_category,918,918,8
inventory.product_category,919,919,12
inventory.product_category,920,920,12
inventory.product_category,921,921,12
inventory.product_category,922,922,12
inventory.product_category,923,923,12
inventory.product_category,924,924,6
inventory.product_category,925,925,9
inventory.product_category,926,926,8
inventory.product_category,927,927,6
inventory.product_category,928,928,5
inventory.product_category,929,929,20
inventory.product_category,930,930,5
inventory.product_category,931,931,5
inventory.product_category,932,932,5
inventory.product_category,933,933,5
inventory.product_category,934,934,13
inventory.product_category,935,935,5
inventory.product_category,936,936,5
inventory.product_category,937,937,5
inventory.product_category,938,938,5
inventory.product_category,939,939,13
inventory.product_category,940,940,16
inventory.product_category,941,941,13
inventory.product_category,942,942,8
inventory.product_category,943,943,7
inventory.product_category,944,944,5
inventory.product_category,945,945,6
inventory.product_category,946,946,13
inventory.product_category,947,947,5
inventory.product_category,948,948,5
inventory.product_category,949,949,5
inventory.product_category,950,950,13
inventory.product_category,951,951,8
inventory.product_category,952,952,8
inventory.product_category,953,953,11
inventory.product_category,954,954,10
inventory.product_category,955,955,11
inventory.product_category,956,956,8
inventory.product_category,957,957,13
inventory.product_category,958,958,8
inventory.product_category,959,959,10
inventory.product_category,960,960,10
inventory.product_category,961,961,10
inventory.product_category,962,962,8
inventory.product_category,963,963,6
inventory.product_category,964,964,9
inventory.product_category,965,965,10
inventory.product_category,966,966,6
inventory.product_category,967,967,11
inventory.product_category,968,968,8
inventory.product_category,969,969,6
inventory.product_category,970,970,13
inventory.product_category,971,971,6
inventory.product_category,972,972,13
inventory.product_category,973,973,13
inventory.product_category,974,974,13
inventory.product_category,975,975,5
inventory.product_category,976,976,11
inventory.product_category,977,977,13
inventory.product_category,978,978,13
inventory.product_category,979,979,13
inventory.product_category,980,980,13
inventory.product_category,981,981,11
inventory.product_category,982,982,10
inventory.product_category,983,983,10
inventory.product_category,984,984,8
inventory.product_category,985,985,8
inventory.product_category,986,986,11
inventory.product_category,987,987,13
inventory.product_category,988,988,11
inventory.product_category,989,989,11
inventory.product_category,990,990,11
inventory.product_category,991,991,11
inventory.product_category,992,992,6
inventory.product_category,993,993,10
inventory.product_category,994,994,10
inventory.product_category,995,995,10
inventory.product_category,996,996,9
inventory.product_category,997,997,13
inventory.product_category,998,998,9
